35.725 , 97.6    - 35.725 , 100.2  ;
68.45  , 4.5     - 68.45  , 1.9    ;
68.45  , 1.9     - 68.45  , 4.5    ;
3.15   , 4.55    - 3.15   , 1.95   ;
3.15   , 1.95    - 3.15   , 4.55   ;
3.25   , 58.146  - 3.25   , 55.546 ;
3.25   , 55.546  - 3.25   , 58.146 ;
4.595  , 82.47   - 4.595  , 79.87  ;
4.595  , 79.87   - 4.595  , 82.47  ;
66.8   , 93.2    - 66.8   , 90.6   ;
66.8   , 90.6    - 66.8   , 93.2   ;
66.647 , 53.335  - 67.9   , 55.695 ;
68.75  , 50.329  - 66.647 , 53.335 ;
57.55  , 2.8     - 68.75  , 14.0   ;
3.15   , 14.0    - 14.35  , 2.8    ;
6.35   , 44.567  - 3.15   , 41.367 ;
7.275  , 46.867  - 8.189  , 44.567 ;
7.275  , 63.292  - 6.625  , 63.942 ;
3.58   , 66.292  - 5.93   , 63.942 ;
5.465  , 76.857  - 3.58   , 74.553 ;
5.465  , 76.857  - 7.664  , 84.324 ;
6.65   , 86.725  - 7.664  , 84.324 ;
10.0   , 96.45   - 6.65   , 93.1   ;
31.38  , 96.016  - 29.731 , 96.45  ;
33.435 , 94.853  - 35.725 , 94.25  ;
35.725 , 94.25   - 38.015 , 94.853 ;
41.719 , 96.45   - 40.07  , 96.016 ;
62.15  , 93.1    - 58.8   , 96.45  ;
62.15  , 82.178  - 64.675 , 79.653 ;
67.9   , 76.428  - 64.675 , 79.653 ;
47.514 , 60.838  - 24.408 , 58.718 ;
24.569 , 57.325  - 24.408 , 58.718 ;
24.569 , 57.325  - 32.581 , 50.526 ;
35.0   , 47.38   - 32.581 , 50.526 ;
35.0   , 45.736  - 35.811 , 43.589 ;
36.969 , 36.123  - 37.937 , 41.177 ;
36.969 , 36.123  - 32.983 , 31.714 ;
28.834 , 29.83   - 32.983 , 31.714 ;
16.803 , 37.708  - 18.737 , 33.505 ;
18.109 , 40.618  - 16.803 , 37.708 ;
18.109 , 40.618  - 17.666 , 43.293 ;
15.652 , 45.427  - 17.666 , 43.293 ;
15.652 , 45.427  - 14.405 , 45.834 ;
14.405 , 45.834  - 13.879 , 44.998 ;
10.797 , 43.262  - 13.879 , 44.998 ;
10.115 , 43.298  - 10.625 , 43.262 ;
6.35   , 43.298  - 4.419  , 41.367 ;
4.419  , 14.0    - 14.35  , 4.069  ;
57.55  , 4.069   - 67.481 , 14.0   ;
67.481 , 50.329  - 66.102 , 52.179 ;
64.163 , 52.72   - 64.627 , 52.619 ;
47.514 , 60.838  - 50.059 , 56.924 ;
60.55  , 43.293  - 60.55  , 36.147 ;
60.55  , 36.147  - 60.55  , 43.293 ;
40.725 , 32.586  - 40.725 , 24.854 ;
40.725 , 24.854  - 40.725 , 32.586 ;
32.425 , 19.303  - 32.425 , 12.157 ;
32.425 , 12.157  - 32.425 , 19.303 ;
15.193 , 22.337  - 16.62  , 24.159 ;
11.276 , 20.969  - 13.007 , 21.344 ;
11.276 , 29.341  - 11.276 , 20.969 ;
13.007 , 28.967  - 11.276 , 29.341 ;
16.62  , 26.152  - 15.193 , 27.974 ;
16.62  , 24.159  - 16.62  , 26.152 ;
55.654 , 48.782  - 55.654 , 50.082 ;
55.654 , 50.082  - 55.654 , 48.782 ;
11.276 , 25.805  - 10.626 , 25.155 ;
10.626 , 25.155  - 11.276 , 24.505 ;
5.431  , 1.014   - 5.656  , 1.133  ;
2.176  , 82.067  - 1.0    , 80.244 ;
2.176  , 82.067  - 3.935  , 84.794 ;
5.935  , 101.0   - 3.935  , 99.0   ;
8.132  , 1.12    - 8.255  , 1.01   ;
8.145  , 1.306   - 8.115  , 1.2    ;
8.327  , 1.597   - 6.632  , 2.658  ;
34.425 , 98.894  - 35.725 , 97.6   ;
67.15  , 3.194   - 68.45  , 1.9    ;
1.85   , 3.244   - 3.15   , 1.95   ;
1.95   , 56.84   - 3.25   , 55.546 ;
3.296  , 81.164  - 4.595  , 79.87  ;
65.5   , 91.894  - 66.8   , 90.6   ;
66.55  , 98.1    - 67.55  , 97.1   ;
67.55  , 97.1    - 67.55  , 99.1   ;
7.48   , 3.127   - 6.632  , 2.658  ;
8.48   , 2.127   - 7.48   , 3.127  ;
8.327  , 1.597   - 8.48   , 2.127  ;
66.55  , 98.1    - 67.55  , 97.1   ;
67.55  , 99.1    - 66.55  , 98.1   ;
1.0    , 3.0     - 3.0    , 1.0    ;
68.45  , 1.0     - 70.45  , 3.0    ;
70.45  , 99.0    - 68.45  , 101.0  ;
55.654 , 50.082  - 55.004 , 49.432 ;
55.004 , 49.432  - 55.654 , 48.782 ;
55.654 , 48.782  - 56.304 , 49.432 ;
47.98  , 60.778  - 48.08  , 62.35  ;
48.237 , 60.745  - 48.34  , 62.35  ;
48.34  , 62.35   - 35.725 , 74.965 ;
48.08  , 62.35   - 35.725 , 74.705 ;
14.066 , 46.175  - 13.478 , 45.241 ;
14.344 , 46.639  - 14.066 , 46.175 ;
22.73  , 55.049  - 14.344 , 46.639 ;
22.599 , 55.242  - 13.256 , 45.376 ;
60.55  , 41.845  - 60.55  , 37.595 ;
60.55  , 37.595  - 60.55  , 41.845 ;
60.55  , 41.02   - 60.55  , 38.42  ;
60.55  , 38.42   - 60.55  , 41.02  ;
57.447 , 39.72   - 60.55  , 36.617 ;
57.486 , 39.72   - 60.55  , 36.656 ;
60.55  , 42.785  - 57.486 , 39.72  ;
60.55  , 42.823  - 57.447 , 39.72  ;
32.425 , 13.605  - 32.425 , 17.855 ;
32.425 , 17.855  - 32.425 , 13.605 ;
32.425 , 17.03   - 32.425 , 14.43  ;
32.425 , 14.43   - 32.425 , 17.03  ;
29.322 , 15.73   - 32.425 , 12.627 ;
29.361 , 15.73   - 32.425 , 12.666 ;
32.425 , 18.795  - 29.361 , 15.73  ;
32.425 , 18.833  - 29.322 , 15.73  ;
10.626 , 25.155  - 11.276 , 24.505 ;
11.276 , 24.505  - 11.926 , 25.155 ;
12.635 , 28.147  - 11.276 , 28.441 ;
11.276 , 28.441  - 11.276 , 21.869 ;
11.276 , 21.869  - 12.635 , 22.164 ;
14.82  , 23.156  - 15.735 , 24.324 ;
15.735 , 24.324  - 15.735 , 25.987 ;
15.735 , 25.987  - 14.82  , 27.154 ;
11.276 , 24.505  - 11.276 , 25.805 ;
11.276 , 25.805  - 11.276 , 24.505 ;
40.725 , 26.17   - 40.725 , 31.27  ;
40.725 , 31.27   - 40.725 , 26.17  ;
40.725 , 30.02   - 40.725 , 27.42  ;
40.725 , 27.42   - 40.725 , 30.02  ;
40.725 , 27.42   - 42.025 , 28.72  ;
39.425 , 28.714  - 40.725 , 27.42  ;
32.425 , 14.43   - 33.725 , 15.73  ;
31.125 , 15.724  - 32.425 , 14.43  ;
60.55  , 38.42   - 61.85  , 39.72  ;
59.25  , 39.714  - 60.55  , 38.42  ;
67.43  , 76.428  - 64.675 , 79.183 ;
67.426 , 76.428  - 64.675 , 79.179 ;
61.68  , 82.178  - 64.675 , 79.183 ;
61.676 , 82.178  - 64.675 , 79.179 ;
61.68  , 93.1    - 58.8   , 95.981 ;
61.676 , 93.1    - 58.8   , 95.976 ;
41.719 , 95.981  - 40.301 , 95.607 ;
41.719 , 95.976  - 40.303 , 95.603 ;
33.204 , 94.444  - 35.725 , 93.781 ;
33.201 , 94.44   - 35.725 , 93.776 ;
35.725 , 93.776  - 38.249 , 94.44  ;
35.725 , 93.781  - 38.246 , 94.444 ;
31.149 , 95.607  - 29.731 , 95.981 ;
31.147 , 95.603  - 29.731 , 95.976 ;
10.0   , 95.981  - 7.12   , 93.1   ;
10.0   , 95.976  - 7.124  , 93.1   ;
7.12   , 86.725  - 7.991  , 84.66  ;
7.124  , 86.725  - 7.995  , 84.664 ;
5.558  , 76.397  - 9.465  , 81.17  ;
5.559  , 76.392  - 9.47   , 81.17  ;
9.47   , 81.17   - 7.995  , 84.664 ;
9.465  , 81.17   - 7.991  , 84.66  ;
5.558  , 76.397  - 4.05   , 74.553 ;
5.559  , 76.392  - 4.054  , 74.553 ;
4.05   , 66.292  - 5.93   , 64.412 ;
4.054  , 66.292  - 5.93   , 64.417 ;
7.749  , 63.292  - 6.625  , 64.417 ;
7.745  , 63.292  - 6.625  , 64.412 ;
22.068 , 56.018  - 12.452 , 45.863 ;
22.068 , 56.018  - 22.819 , 58.208 ;
35.725 , 75.905  - 22.819 , 58.208 ;
49.169 , 60.625  - 35.725 , 75.905 ;
49.169 , 60.625  - 50.536 , 58.524 ;
64.64  , 54.319  - 66.486 , 55.695 ;
66.486 , 76.428  - 64.675 , 78.239 ;
60.736 , 82.178  - 64.675 , 78.239 ;
60.736 , 93.1    - 58.8   , 95.036 ;
41.719 , 95.036  - 40.766 , 94.785 ;
36.808 , 92.934  - 38.711 , 93.622 ;
32.739 , 93.622  - 34.642 , 92.934 ;
30.684 , 94.785  - 29.731 , 95.036 ;
10.0   , 95.036  - 8.064  , 93.1   ;
8.064  , 86.725  - 8.65   , 85.337 ;
5.745  , 75.471  - 8.65   , 85.337 ;
5.745  , 75.471  - 4.994  , 74.553 ;
4.994  , 66.292  - 5.93   , 65.357 ;
8.689  , 63.292  - 6.625  , 65.357 ;
8.689  , 46.867  - 10.625 , 44.931 ;
10.797 , 44.931  - 12.452 , 45.863 ;
59.25  , 39.72   - 60.55  , 38.42  ;
60.55  , 41.02   - 59.25  , 39.72  ;
31.125 , 15.73   - 32.425 , 14.43  ;
32.425 , 17.03   - 31.125 , 15.73  ;
39.425 , 28.72   - 40.725 , 27.42  ;
40.725 , 30.02   - 39.425 , 28.72  ;
65.5   , 91.9    - 66.8   , 90.6   ;
66.8   , 93.2    - 65.5   , 91.9   ;
3.295  , 81.17   - 4.595  , 79.87  ;
4.595  , 82.47   - 3.295  , 81.17  ;
1.95   , 56.846  - 3.25   , 55.546 ;
3.25   , 58.146  - 1.95   , 56.846 ;
1.85   , 3.25    - 3.15   , 1.95   ;
3.15   , 4.55    - 1.85   , 3.25   ;
67.15  , 3.2     - 68.45  , 1.9    ;
68.45  , 4.5     - 67.15  , 3.2    ;
34.425 , 98.9    - 35.725 , 97.6   ;
35.725 , 100.2   - 34.425 , 98.9   ;
2.176  , 82.067  - 3.935  , 84.794 ;
16.264 , 45.943  - 14.344 , 46.639 ;
16.264 , 45.943  - 18.216 , 43.873 ;
18.817 , 40.245  - 18.216 , 43.873 ;
18.817 , 40.245  - 17.552 , 37.427 ;
17.552 , 37.427  - 19.01  , 34.257 ;
29.107 , 30.581  - 32.237 , 32.003 ;
36.607 , 36.836  - 32.237 , 32.003 ;
36.607 , 36.836  - 37.337 , 40.648 ;
34.2   , 45.736  - 35.211 , 43.06  ;
34.2   , 47.38   - 32.376 , 49.753 ;
23.959 , 56.739  - 32.376 , 49.753 ;
22.73  , 55.049  - 23.959 , 56.739 ;
22.73  , 55.049  - 14.344 , 46.639 ;
10.797 , 43.732  - 13.478 , 45.241 ;
10.797 , 43.991  - 13.256 , 45.376 ;
47.954 , 60.379  - 50.194 , 57.374 ;
48.214 , 60.379  - 50.268 , 57.623 ;
48.237 , 60.745  - 48.214 , 60.379 ;
47.98  , 60.778  - 47.954 , 60.379 ;
24.111 , 57.616  - 23.961 , 58.574 ;
23.852 , 57.616  - 23.714 , 58.495 ;
22.599 , 55.242  - 23.852 , 57.616 ;
22.73  , 55.049  - 23.959 , 56.739 ;
23.959 , 56.739  - 24.098 , 57.328 ;
24.098 , 57.328  - 24.111 , 57.616 ;
7.745  , 46.867  - 8.531  , 44.889 ;
10.182 , 43.763  - 10.625 , 43.732 ;
7.749  , 46.867  - 10.625 , 43.991 ;
65.05  , 53.14   - 66.177 , 53.592 ;
66.177 , 53.592  - 66.384 , 53.724 ;
66.384 , 53.724  - 67.43  , 55.695 ;
65.05  , 53.32   - 67.426 , 55.695 ;
64.371 , 53.419  - 65.05  , 53.32  ;
64.297 , 53.17   - 64.691 , 53.085 ;
64.691 , 53.085  - 65.05  , 53.141 ;
5.935  , 101.0   - 3.935  , 99.0   ;
2.176  , 82.067  - 1.0    , 80.244 ;
8.255  , 1.01    - 8.315  , 1.0    ;
8.115  , 1.2     - 8.255  , 1.01   ;
8.145  , 1.306   - 8.115  , 1.2    ;
5.317  , 1.0     - 5.741  , 1.235  ;
68.8   , 98.1    - 67.55  , 99.35  ;
68.55  , 98.1    - 67.55  , 99.1   ;
67.55  , 97.1    - 68.55  , 98.1   ;
67.55  , 96.85   - 68.8   , 98.1   ;
5.317  , 1.0     - 5.741  , 1.235  ;
8.145  , 1.306   - 8.255  , 1.01   ;
7.48   , 3.377   - 6.42   , 2.791  ;
7.48   , 3.127   - 6.632  , 2.658  ;
8.73   , 2.127   - 7.48   , 3.377  ;
8.48   , 2.127   - 7.48   , 3.127  ;
8.327  , 1.597   - 8.48   , 2.127  ;
8.539  , 1.464   - 8.73   , 2.127  ;
24.569 , 57.325  - 32.581 , 50.526 ;
23.959 , 56.739  - 24.098 , 57.328 ;
23.959 , 56.739  - 32.376 , 49.753 ;
34.2   , 47.38   - 32.376 , 49.753 ;
35.0   , 47.38   - 32.581 , 50.526 ;
34.2   , 45.736  - 35.211 , 43.06  ;
35.0   , 45.736  - 35.811 , 43.589 ;
36.607 , 36.836  - 37.95  , 39.025 ;
36.969 , 36.123  - 38.75  , 39.025 ;
38.75  , 39.025  - 37.937 , 41.177 ;
37.95  , 39.025  - 37.337 , 40.648 ;
36.607 , 36.836  - 32.237 , 32.003 ;
36.969 , 36.123  - 32.983 , 31.714 ;
29.107 , 30.581  - 29.947 , 30.433 ;
28.834 , 29.83   - 29.947 , 29.633 ;
29.947 , 29.633  - 32.983 , 31.714 ;
29.947 , 30.433  - 32.237 , 32.003 ;
17.552 , 37.427  - 17.395 , 36.564 ;
16.803 , 37.708  - 16.595 , 36.564 ;
16.595 , 36.564  - 18.737 , 33.505 ;
17.395 , 36.564  - 19.01  , 34.257 ;
18.817 , 40.245  - 17.552 , 37.427 ;
18.109 , 40.618  - 16.803 , 37.708 ;
19.167 , 41.663  - 18.216 , 43.873 ;
18.367 , 41.663  - 17.666 , 43.293 ;
18.109 , 40.618  - 18.367 , 41.663 ;
18.817 , 40.245  - 19.167 , 41.663 ;
16.264 , 45.943  - 18.216 , 43.873 ;
15.652 , 45.427  - 17.666 , 43.293 ;
14.7   , 46.67   - 14.344 , 46.639 ;
14.344 , 46.639  - 14.066 , 46.175 ;
14.7   , 45.87   - 14.405 , 45.834 ;
15.652 , 45.427  - 14.7   , 45.87  ;
16.264 , 45.943  - 14.7   , 46.67  ;
30.684 , 94.785  - 29.731 , 95.036 ;
31.147 , 95.603  - 29.731 , 95.976 ;
10.0   , 95.976  - 7.124  , 93.1   ;
10.0   , 95.036  - 8.064  , 93.1   ;
33.201 , 94.44   - 35.725 , 93.776 ;
32.739 , 93.622  - 34.639 , 92.934 ;
36.811 , 92.934  - 38.711 , 93.622 ;
35.725 , 93.776  - 38.249 , 94.44  ;
7.124  , 86.725  - 7.995  , 84.664 ;
8.064  , 86.725  - 8.65   , 85.337 ;
5.559  , 76.392  - 9.47   , 81.17  ;
5.745  , 75.471  - 10.41  , 81.17  ;
10.41  , 81.17   - 8.65   , 85.337 ;
9.47   , 81.17   - 7.995  , 84.664 ;
41.719 , 95.036  - 40.766 , 94.785 ;
41.719 , 95.976  - 40.303 , 95.603 ;
5.559  , 76.392  - 4.054  , 74.553 ;
5.745  , 75.471  - 4.994  , 74.553 ;
60.736 , 93.1    - 58.8   , 95.036 ;
61.676 , 93.1    - 58.8   , 95.976 ;
4.054  , 66.292  - 5.93   , 64.417 ;
4.994  , 66.292  - 5.93   , 65.357 ;
60.736 , 82.178  - 64.675 , 78.239 ;
61.676 , 82.178  - 64.675 , 79.179 ;
7.749  , 63.292  - 6.625  , 64.417 ;
8.689  , 63.292  - 6.625  , 65.357 ;
66.486 , 76.428  - 64.675 , 78.239 ;
67.426 , 76.428  - 64.675 , 79.179 ;
7.749  , 46.867  - 10.625 , 43.991 ;
8.689  , 46.867  - 10.625 , 44.931 ;
64.64  , 54.319  - 65.05  , 54.259 ;
64.371 , 53.419  - 65.05  , 53.32  ;
65.05  , 53.32   - 67.426 , 55.695 ;
65.05  , 54.259  - 66.486 , 55.695 ;
10.797 , 43.991  - 13.256 , 45.376 ;
10.797 , 44.931  - 12.452 , 45.863 ;
49.169 , 60.625  - 49.153 , 60.379 ;
48.237 , 60.745  - 48.214 , 60.379 ;
48.214 , 60.379  - 50.268 , 57.623 ;
49.153 , 60.379  - 50.536 , 58.524 ;
22.599 , 55.242  - 13.256 , 45.376 ;
22.068 , 56.018  - 12.452 , 45.863 ;
35.725 , 74.965  - 23.11  , 62.35  ;
35.725 , 75.905  - 22.171 , 62.35  ;
22.171 , 62.35   - 22.819 , 58.208 ;
23.11  , 62.35   - 23.714 , 58.495 ;
22.068 , 56.018  - 22.912 , 57.616 ;
22.599 , 55.242  - 23.852 , 57.616 ;
23.852 , 57.616  - 23.714 , 58.495 ;
22.912 , 57.616  - 22.819 , 58.208 ;
15.735 , 24.324  - 15.812 , 25.155 ;
16.325 , 24.214  - 16.412 , 25.155 ;
16.412 , 25.155  - 16.325 , 26.097 ;
15.812 , 25.155  - 15.735 , 25.987 ;
15.069 , 22.61   - 16.325 , 24.214 ;
14.82  , 23.156  - 15.735 , 24.324 ;
16.325 , 26.097  - 15.069 , 27.701 ;
15.735 , 25.987  - 14.82  , 27.154 ;
11.276 , 21.269  - 12.883 , 21.617 ;
11.276 , 21.869  - 12.635 , 22.164 ;
6.35   , 43.721  - 3.996  , 41.367 ;
6.35   , 44.567  - 3.15   , 41.367 ;
3.996  , 14.0    - 14.35  , 3.646  ;
3.15   , 14.0    - 14.35  , 2.8    ;
57.55  , 3.646   - 67.904 , 14.0   ;
57.55  , 2.8     - 68.75  , 14.0   ;
68.75  , 50.329  - 66.647 , 53.335 ;
66.421 , 53.25   - 66.647 , 53.335 ;
67.904 , 50.329  - 66.223 , 52.585 ;
63.614 , 39.72   - 60.55  , 42.785 ;
62.675 , 39.72   - 60.55  , 41.845 ;
60.55  , 37.595  - 62.675 , 39.72  ;
60.55  , 36.656  - 63.614 , 39.72  ;
44.152 , 28.72   - 40.725 , 32.147 ;
43.275 , 28.72   - 40.725 , 31.27  ;
40.725 , 26.17   - 43.275 , 28.72  ;
40.725 , 25.293  - 44.152 , 28.72  ;
35.489 , 15.73   - 32.425 , 18.795 ;
34.55  , 15.73   - 32.425 , 17.855 ;
32.425 , 13.605  - 34.55  , 15.73  ;
32.425 , 12.666  - 35.489 , 15.73  ;
24.581 , 57.616  - 24.408 , 58.718 ;
24.111 , 57.616  - 23.961 , 58.574 ;
24.098 , 57.328  - 24.111 , 57.616 ;
24.148 , 57.616  - 24.098 , 57.328 ;
24.569 , 57.325  - 24.421 , 57.616 ;
24.569 , 57.325  - 24.581 , 57.616 ;
23.37  , 62.35   - 23.961 , 58.574 ;
23.84  , 62.35   - 24.408 , 58.718 ;
35.725 , 74.705  - 23.37  , 62.35  ;
35.725 , 74.236  - 23.84  , 62.35  ;
48.08  , 62.35   - 35.725 , 74.705 ;
47.61  , 62.35   - 35.725 , 74.236 ;
47.514 , 60.838  - 47.61  , 62.35  ;
47.98  , 60.778  - 48.08  , 62.35  ;
47.484 , 60.379  - 50.059 , 56.924 ;
47.954 , 60.379  - 50.194 , 57.374 ;
47.98  , 60.778  - 47.954 , 60.379 ;
47.514 , 60.838  - 47.484 , 60.379 ;
64.297 , 53.17   - 64.691 , 53.085 ;
64.163 , 52.72   - 64.627 , 52.619 ;
67.481 , 50.329  - 66.102 , 52.179 ;
67.904 , 50.329  - 66.223 , 52.585 ;
57.55  , 4.069   - 67.481 , 14.0   ;
57.55  , 3.646   - 67.904 , 14.0   ;
4.419  , 14.0    - 14.35  , 4.069  ;
3.996  , 14.0    - 14.35  , 3.646  ;
6.35   , 43.298  - 4.419  , 41.367 ;
6.35   , 43.721  - 3.996  , 41.367 ;
10.115 , 43.298  - 10.625 , 43.262 ;
10.182 , 43.763  - 10.625 , 43.732 ;
10.797 , 43.732  - 13.478 , 45.241 ;
10.797 , 43.262  - 13.879 , 44.998 ;
14.066 , 46.175  - 13.478 , 45.241 ;
14.405 , 45.834  - 13.879 , 44.998 ;
16.62  , 26.152  - 15.193 , 27.974 ;
16.325 , 26.097  - 15.069 , 27.701 ;
16.712 , 25.155  - 16.62  , 26.152 ;
16.412 , 25.155  - 16.325 , 26.097 ;
16.325 , 24.214  - 16.412 , 25.155 ;
16.62  , 24.159  - 16.712 , 25.155 ;
11.276 , 21.269  - 12.883 , 21.617 ;
11.276 , 20.969  - 13.007 , 21.344 ;
15.069 , 22.61   - 16.325 , 24.214 ;
15.193 , 22.337  - 16.62  , 24.159 ;
56.977 , 39.72   - 60.55  , 36.147 ;
57.447 , 39.72   - 60.55  , 36.617 ;
60.55  , 42.823  - 57.447 , 39.72  ;
60.55  , 43.293  - 56.977 , 39.72  ;
36.859 , 28.72   - 40.725 , 24.854 ;
37.298 , 28.72   - 40.725 , 25.293 ;
40.725 , 32.147  - 37.298 , 28.72  ;
40.725 , 32.586  - 36.859 , 28.72  ;
28.852 , 15.73   - 32.425 , 12.157 ;
29.322 , 15.73   - 32.425 , 12.627 ;
32.425 , 18.833  - 29.322 , 15.73  ;
32.425 , 19.303  - 28.852 , 15.73  ;
10.182 , 43.763  - 10.115 , 43.721 ;
10.182 , 43.763  - 10.115 , 43.721 ;
7.745  , 46.867  - 8.531  , 44.889 ;
7.275  , 46.867  - 8.189  , 44.567 ;
7.745  , 63.292  - 6.625  , 64.412 ;
7.275  , 63.292  - 6.625  , 63.942 ;
3.58   , 66.292  - 5.93   , 63.942 ;
4.05   , 66.292  - 5.93   , 64.412 ;
5.558  , 76.397  - 4.05   , 74.553 ;
5.465  , 76.857  - 3.58   , 74.553 ;
9.465  , 81.17   - 7.991  , 84.66  ;
8.995  , 81.17   - 7.664  , 84.324 ;
5.465  , 76.857  - 8.995  , 81.17  ;
5.558  , 76.397  - 9.465  , 81.17  ;
7.12   , 86.725  - 7.991  , 84.66  ;
6.65   , 86.725  - 7.664  , 84.324 ;
10.0   , 95.981  - 7.12   , 93.1   ;
10.0   , 96.45   - 6.65   , 93.1   ;
31.149 , 95.607  - 29.731 , 95.981 ;
31.38  , 96.016  - 29.731 , 96.45  ;
35.725 , 94.25   - 38.015 , 94.853 ;
35.725 , 93.781  - 38.246 , 94.444 ;
41.719 , 95.981  - 40.301 , 95.607 ;
41.719 , 96.45   - 40.07  , 96.016 ;
61.68  , 93.1    - 58.8   , 95.981 ;
62.15  , 93.1    - 58.8   , 96.45  ;
61.68  , 82.178  - 64.675 , 79.183 ;
62.15  , 82.178  - 64.675 , 79.653 ;
67.43  , 76.428  - 64.675 , 79.183 ;
67.9   , 76.428  - 64.675 , 79.653 ;
66.384 , 53.724  - 67.43  , 55.695 ;
66.647 , 53.335  - 67.9   , 55.695 ;
66.177 , 53.592  - 66.384 , 53.724 ;
66.421 , 53.25   - 66.647 , 53.335 ;
64.747 , 53.025  - 64.691 , 53.085 ;
64.747 , 53.025  - 64.691 , 53.085 ;
37.336 , 12.931  - 37.713 , 13.196 ;
37.223 , 11.415  - 36.96  , 10.896 ;
36.96  , 10.896  - 40.536 , 8.381  ;
37.713 , 11.167  - 40.536 , 9.181  ;
37.713 , 11.167  - 37.223 , 11.415 ;
40.536 , 8.381   - 44.336 , 12.181 ;
40.536 , 9.181   - 43.536 , 12.181 ;
44.336 , 12.181  - 40.536 , 15.981 ;
43.536 , 12.181  - 40.536 , 15.181 ;
36.96  , 10.896  - 40.536 , 8.381  ;
40.536 , 8.381   - 44.336 , 12.181 ;
44.336 , 12.181  - 40.536 , 15.981 ;
40.536 , 9.181   - 43.536 , 12.181 ;
43.536 , 12.181  - 40.536 , 15.181 ;
40.536 , 15.181  - 37.713 , 13.196 ;
37.713 , 11.167  - 40.536 , 9.181  ;
37.128 , 12.99   - 37.336 , 12.931 ;
36.98  , 13.15   - 37.076 , 13.027 ;
36.96  , 13.467  - 36.939 , 13.376 ;
40.536 , 15.981  - 36.96  , 13.467 ;
44.336 , 12.181  - 40.536 , 15.981 ;
36.942 , 11.102  - 36.939 , 10.987 ;
37.21  , 11.411  - 37.046 , 11.306 ;
37.411 , 11.424  - 37.26  , 11.424 ;
37.566 , 11.358  - 37.533 , 11.38  ;
37.713 , 11.167  - 40.536 , 9.181  ;
40.536 , 9.181   - 40.536 , 15.181 ;
37.485 , 12.96   - 37.713 , 13.196 ;
40.536 , 15.981  - 36.96  , 13.467 ;
40.536 , 15.981  - 36.96  , 13.467 ;
36.96  , 13.467  - 37.223 , 12.948 ;
37.223 , 12.948  - 37.336 , 12.931 ;
37.336 , 12.931  - 37.713 , 13.196 ;
40.536 , 15.181  - 37.713 , 13.196 ;
36.936 , 11.031  - 36.96  , 10.896 ;
37.336 , 11.431  - 36.936 , 11.031 ;
37.713 , 11.167  - 37.336 , 11.431 ;
36.936 , 13.331  - 37.336 , 12.931 ;
36.96  , 13.467  - 36.936 , 13.331 ;
57.901 , 32.957  - 55.386 , 29.381 ;
55.386 , 29.381  - 59.186 , 25.581 ;
59.186 , 25.581  - 62.986 , 29.381 ;
62.986 , 29.381  - 60.471 , 32.957 ;
58.106 , 32.975  - 57.991 , 32.978 ;
58.415 , 32.707  - 58.311 , 32.871 ;
58.429 , 32.506  - 58.428 , 32.657 ;
58.363 , 32.351  - 58.384 , 32.384 ;
58.171 , 32.204  - 60.201 , 32.204 ;
60.033 , 32.32   - 60.084 , 32.27  ;
59.938 , 32.621  - 59.952 , 32.469 ;
60.042 , 32.852  - 59.955 , 32.702 ;
60.376 , 32.979  - 60.187 , 32.952 ;
57.901 , 32.957  - 59.186 , 25.581 ;
58.419 , 32.694  - 57.901 , 32.957 ;
57.901 , 32.957  - 55.386 , 29.381 ;
58.171 , 32.204  - 56.186 , 29.381 ;
58.171 , 32.204  - 58.419 , 32.694 ;
55.386 , 29.381  - 59.186 , 25.581 ;
56.186 , 29.381  - 59.186 , 26.381 ;
59.186 , 25.581  - 62.986 , 29.381 ;
59.186 , 26.381  - 62.186 , 29.381 ;
62.986 , 29.381  - 60.471 , 32.957 ;
60.471 , 32.957  - 59.952 , 32.694 ;
59.952 , 32.694  - 60.201 , 32.204 ;
62.186 , 29.381  - 60.201 , 32.204 ;
58.171 , 32.204  - 56.186 , 29.381 ;
56.186 , 29.381  - 59.186 , 26.381 ;
59.186 , 26.381  - 62.186 , 29.381 ;
62.186 , 29.381  - 60.201 , 32.204 ;
59.936 , 32.581  - 60.201 , 32.204 ;
60.336 , 32.981  - 59.936 , 32.581 ;
60.471 , 32.957  - 60.336 , 32.981 ;
58.036 , 32.981  - 57.901 , 32.957 ;
58.436 , 32.581  - 58.036 , 32.981 ;
58.171 , 32.204  - 58.436 , 32.581 ;
65.275 , 50.35   - 65.268 , 50.605 ;
5.571  , 28.881  - 5.071  , 28.381 ;
6.071  , 28.381  - 5.571  , 28.881 ;
5.071  , 14.233  - 14.361 , 4.943  ;
6.071  , 14.233  - 14.361 , 5.943  ;
58.275 , 4.943   - 66.275 , 12.943 ;
58.275 , 5.943   - 65.275 , 12.943 ;
65.267 , 50.634  - 65.268 , 50.605 ;
66.266 , 50.662  - 65.268 , 50.605 ;
66.275 , 50.35   - 66.266 , 50.662 ;
66.198 , 64.148  - 66.26  , 64.363 ;
65.553 , 64.107  - 66.198 , 64.148 ;
6.07   , 66.004  - 6.176  , 66.226 ;
35.725 , 92.23   - 6.07   , 66.004 ;
35.725 , 92.153  - 6.176  , 66.226 ;
35.725 , 92.953  - 5.382  , 66.33  ;
5.383  , 66.33   - 5.429  , 66.085 ;
35.725 , 92.876  - 5.429  , 66.085 ;
66.198 , 64.148  - 35.725 , 92.876 ;
